CustomerID,Age,Gender,Family,VisitFrequency,AverageSpend,FavoriteSection,PaymentMethod,DiscountsUsed,OnlineOrder,Review
804,20,Female,LargeFamily,4,64,Meat,DebitCard,0,0,3.0
805,42,Female,SmallFamily,3,79,Produce,MobilePayment,0,0,1.4
806,53,Male,SmallFamily,5,52,Dairy,MobilePayment,0,1,4.3
807,60,Male,Couple,4,64,Meat,Cash,0,1,1.2
808,57,Female,LargeFamily,5,55,Bakery,MobilePayment,1,1,2.1
809,41,Male,Couple,4,58,Produce,MobilePayment,0,0,2.1
810,60,Male,LargeFamily,5,41,Produce,DebitCard,0,0,4.8
811,45,Male,LargeFamily,4,95,Grocery,DebitCard,0,1,2.9
812,45,Female,Single,2,48,Produce,MobilePayment,0,0,3.4
813,26,Male,LargeFamily,5,38,Meat,DebitCard,1,0,3.6
814,60,Male,LargeFamily,2,78,Produce,MobilePayment,0,0,4.0
815,51,Female,Couple,5,42,Produce,MobilePayment,0,0,3.3
816,32,Male,Couple,4,35,Dairy,DebitCard,1,0,4.9
817,18,Male,Couple,5,44,Produce,DebitCard,1,0,1.8
818,64,Female,Single,8,51,Grocery,DebitCard,0,0,4.2
819,37,Female,Couple,7,56,Dairy,DebitCard,0,0,1.9
820,20,Male,SmallFamily,4,52,Grocery,DebitCard,0,0,2.6
821,44,Male,SmallFamily,4,69,Dairy,Cash,0,1,1.0
822,20,Female,Single,4,71,Bakery,DebitCard,0,0,3.7
823,36,Female,Couple,8,46,Dairy,DebitCard,0,0,1.6
824,51,Male,LargeFamily,6,39,Bakery,DebitCard,0,1,4.9
825,28,Female,Single,5,86,Meat,CreditCard,1,1,2.5
826,70,Male,Single,2,77,Meat,DebitCard,0,0,3.6
827,31,Male,SmallFamily,4,62,Bakery,MobilePayment,0,1,3.4
828,48,Male,Single,4,45,Bakery,DebitCard,0,0,3.9
829,50,Male,Single,4,40,Produce,MobilePayment,0,0,3.2
830,32,Male,Single,5,31,Bakery,MobilePayment,1,0,2.9
831,55,Female,SmallFamily,2,52,Produce,Cash,0,0,3.3
832,42,Female,SmallFamily,6,27,Bakery,Cash,0,0,3.7
833,33,Male,Single,5,63,Grocery,DebitCard,0,0,2.0
834,68,Female,SmallFamily,2,54,Bakery,CreditCard,0,0,3.5
835,65,Male,LargeFamily,4,25,Produce,MobilePayment,1,0,3.4
836,18,Male,SmallFamily,2,55,Meat,MobilePayment,0,0,4.0
837,57,Female,Single,3,44,Bakery,DebitCard,0,0,3.7
838,33,Male,SmallFamily,2,66,Produce,Cash,0,0,2.0
839,51,Male,SmallFamily,6,53,Produce,Cash,1,1,3.3
840,31,Female,SmallFamily,11,90,Bakery,Cash,0,0,3.3
841,67,Male,Couple,5,56,Produce,DebitCard,1,1,1.2
842,35,Male,Couple,4,59,Meat,Cash,0,0,1.8
843,24,Female,LargeFamily,3,60,Meat,DebitCard,1,1,2.0
844,18,Female,LargeFamily,5,57,Bakery,MobilePayment,0,0,1.2
845,42,Female,SmallFamily,1,48,Produce,Cash,0,0,3.5
846,47,Male,LargeFamily,4,27,Bakery,MobilePayment,0,1,2.8
847,32,Female,Single,5,57,Grocery,MobilePayment,0,0,3.1
848,51,Female,Couple,5,85,Grocery,Cash,0,0,1.8
849,69,Female,Couple,5,57,Produce,Cash,0,1,1.2
850,63,Female,Single,5,64,Grocery,Cash,0,1,4.5
851,26,Female,Single,0,72,Grocery,MobilePayment,0,1,3.4
852,46,Female,Couple,3,16,Meat,Cash,0,0,2.6
853,45,Male,Single,6,43,Bakery,MobilePayment,0,1,4.6
854,26,Female,Couple,2,67,Grocery,Cash,1,1,1.5
855,43,Female,Couple,5,34,Bakery,CreditCard,0,0,3.1
856,32,Male,Couple,1,60,Meat,CreditCard,0,0,3.2
857,22,Female,Couple,4,18,Produce,MobilePayment,0,0,1.1
858,69,Male,SmallFamily,1,32,Produce,CreditCard,0,1,1.6
859,25,Male,Couple,5,66,Dairy,Cash,0,0,1.9
860,43,Female,LargeFamily,3,25,Meat,DebitCard,0,1,3.1
861,25,Male,SmallFamily,5,53,Dairy,DebitCard,0,1,2.3
862,47,Male,SmallFamily,3,45,Bakery,CreditCard,0,0,3.0
863,32,Male,Couple,3,45,Grocery,Cash,1,1,4.6
864,59,Male,Couple,3,46,Grocery,DebitCard,0,0,2.6
865,35,Female,LargeFamily,4,54,Produce,Cash,1,1,2.8
866,18,Female,Single,4,82,Meat,Cash,1,1,2.0
867,49,Male,Couple,8,57,Bakery,DebitCard,0,0,1.9
868,43,Male,LargeFamily,2,24,Meat,MobilePayment,0,0,3.6
869,20,Male,Single,3,22,Produce,MobilePayment,0,1,4.9
870,65,Female,LargeFamily,6,26,Dairy,CreditCard,0,1,2.5
871,70,Male,Single,4,32,Dairy,DebitCard,0,0,1.3
872,61,Female,LargeFamily,5,45,Bakery,Cash,0,0,3.5
873,60,Female,Single,0,63,Bakery,MobilePayment,1,0,3.6
874,59,Male,Single,7,38,Dairy,Cash,1,1,4.5
875,37,Male,SmallFamily,5,56,Bakery,Cash,0,1,3.7
876,58,Female,LargeFamily,0,56,Grocery,CreditCard,0,0,4.9
877,37,Male,SmallFamily,3,51,Dairy,DebitCard,0,0,1.6
878,38,Male,Couple,3,13,Bakery,DebitCard,1,0,3.2
879,49,Male,Couple,2,62,Dairy,CreditCard,1,0,4.7
880,63,Female,LargeFamily,6,11,Meat,Cash,0,0,2.3
881,35,Female,Single,7,55,Produce,Cash,0,0,1.9
882,66,Male,Single,7,26,Meat,Cash,0,0,3.0
883,27,Female,Couple,2,86,Meat,Cash,0,0,3.3
884,34,Male,Couple,1,72,Grocery,CreditCard,0,0,2.8
885,66,Male,Single,5,69,Dairy,DebitCard,0,1,3.2
886,55,Male,Couple,7,43,Bakery,DebitCard,0,0,2.6
887,62,Male,SmallFamily,2,65,Meat,MobilePayment,1,0,3.7
888,27,Male,SmallFamily,7,42,Bakery,CreditCard,0,0,4.9
889,31,Female,LargeFamily,6,36,Meat,MobilePayment,1,1,4.1
890,30,Female,Single,3,72,Grocery,Cash,0,1,4.2
891,43,Male,Single,5,62,Grocery,CreditCard,1,0,1.2
892,38,Male,LargeFamily,3,52,Grocery,Cash,1,0,4.6
893,58,Female,Couple,4,31,Meat,CreditCard,0,1,2.2
894,55,Male,SmallFamily,8,38,Dairy,CreditCard,0,1,1.7
895,44,Female,LargeFamily,5,49,Bakery,Cash,0,1,3.2
896,62,Male,SmallFamily,4,36,Meat,CreditCard,0,0,4.9
897,28,Male,Couple,5,35,Bakery,DebitCard,0,0,3.3
898,63,Female,LargeFamily,7,57,Produce,DebitCard,0,0,1.5
899,60,Male,Couple,5,35,Meat,CreditCard,0,0,4.7
900,24,Female,Single,2,59,Bakery,CreditCard,0,0,4.4
901,59,Female,LargeFamily,6,64,Produce,DebitCard,1,0,3.1
902,21,Female,Couple,5,42,Grocery,MobilePayment,0,0,1.2
903,46,Female,Couple,2,88,Dairy,MobilePayment,0,0,3.3
904,42,Female,SmallFamily,2,88,Produce,CreditCard,0,0,2.4
905,37,Male,Single,6,48,Bakery,MobilePayment,0,0,1.9
906,36,Female,SmallFamily,4,59,Produce,MobilePayment,1,1,1.6
907,34,Male,LargeFamily,7,57,Bakery,MobilePayment,0,0,2.5
908,41,Female,Couple,7,71,Dairy,Cash,1,0,3.9
909,38,Female,SmallFamily,4,17,Dairy,MobilePayment,0,0,4.6
910,51,Male,LargeFamily,0,47,Meat,DebitCard,1,0,1.8
911,18,Male,LargeFamily,4,47,Bakery,CreditCard,0,0,3.8
912,70,Male,SmallFamily,6,37,Bakery,MobilePayment,0,0,4.6
913,26,Male,Single,6,59,Bakery,CreditCard,0,1,1.4
914,61,Male,Single,6,62,Meat,DebitCard,0,1,3.4
915,64,Female,LargeFamily,5,70,Meat,MobilePayment,0,1,3.9
916,55,Female,Single,3,80,Meat,CreditCard,1,0,4.7
917,33,Male,SmallFamily,2,49,Grocery,DebitCard,0,0,3.3
918,66,Male,SmallFamily,5,68,Bakery,Cash,0,0,2.5
919,45,Male,Couple,4,24,Meat,Cash,1,1,1.3
920,54,Male,Single,7,84,Meat,DebitCard,0,1,2.4
921,68,Male,Couple,5,60,Meat,MobilePayment,0,0,3.4
922,31,Female,Couple,3,0,Bakery,DebitCard,1,0,2.9
923,41,Female,LargeFamily,4,10,Meat,Cash,0,0,4.3
924,26,Female,Single,8,68,Meat,CreditCard,1,0,2.1
925,51,Male,Single,2,39,Grocery,MobilePayment,1,1,1.9
926,41,Male,SmallFamily,4,55,Bakery,DebitCard,0,1,1.1
927,64,Male,Single,7,56,Meat,MobilePayment,0,0,3.5
928,32,Male,LargeFamily,5,78,Bakery,DebitCard,0,0,4.6
929,56,Female,SmallFamily,7,50,Meat,MobilePayment,1,1,1.6
930,60,Male,Single,2,60,Meat,CreditCard,0,0,3.1
931,49,Female,Couple,1,74,Dairy,DebitCard,1,0,4.8
932,45,Female,Couple,4,60,Meat,Cash,0,0,5.0
933,37,Male,SmallFamily,6,58,Meat,Cash,0,1,1.6
934,39,Female,Couple,3,10,Meat,DebitCard,1,0,3.6
935,62,Male,LargeFamily,8,63,Grocery,CreditCard,0,1,1.8
936,25,Male,Single,9,31,Grocery,MobilePayment,0,0,4.5
937,28,Male,Couple,2,58,Bakery,CreditCard,0,0,4.9
938,70,Male,LargeFamily,6,41,Produce,DebitCard,1,0,3.8
939,51,Female,Couple,3,28,Dairy,Cash,0,0,4.2
940,57,Female,SmallFamily,2,72,Meat,CreditCard,0,0,4.1
941,63,Male,SmallFamily,7,82,Dairy,Cash,0,1,3.3
942,36,Male,SmallFamily,7,51,Grocery,Cash,0,1,3.0
943,69,Male,LargeFamily,5,39,Meat,MobilePayment,1,0,3.5
944,34,Female,Couple,5,15,Dairy,Cash,0,0,1.1
945,22,Male,Couple,5,91,Bakery,DebitCard,0,0,4.3
946,60,Female,Single,8,44,Dairy,MobilePayment,0,1,2.7
947,18,Female,SmallFamily,5,21,Bakery,DebitCard,0,1,1.3
948,43,Female,SmallFamily,5,70,Grocery,Cash,0,0,1.9
949,28,Male,LargeFamily,2,77,Bakery,DebitCard,0,0,4.3
950,22,Female,Single,6,52,Produce,MobilePayment,0,0,1.9
951,35,Female,LargeFamily,3,62,Dairy,MobilePayment,0,0,1.5
952,56,Male,Single,7,43,Produce,CreditCard,0,0,3.6
953,45,Female,Couple,1,30,Meat,Cash,1,0,1.8
954,56,Male,SmallFamily,9,26,Bakery,Cash,1,1,1.2
955,42,Male,LargeFamily,8,57,Dairy,CreditCard,0,0,1.8
956,66,Male,LargeFamily,6,40,Dairy,DebitCard,0,0,4.9
957,62,Male,Couple,4,38,Grocery,MobilePayment,0,0,2.5
958,23,Male,Couple,0,24,Produce,MobilePayment,0,1,3.1
959,27,Male,Couple,4,69,Meat,DebitCard,1,0,2.5
960,41,Female,Single,5,62,Meat,CreditCard,0,0,1.4
961,37,Female,SmallFamily,3,64,Produce,MobilePayment,1,1,3.4
962,38,Female,Single,7,79,Grocery,Cash,0,1,3.9
963,24,Male,Single,4,17,Bakery,CreditCard,0,1,1.0
964,45,Male,Single,3,30,Dairy,MobilePayment,1,1,4.1
965,58,Male,Single,3,34,Meat,CreditCard,0,1,3.9
966,45,Male,Single,3,53,Grocery,MobilePayment,0,1,1.4
967,51,Female,SmallFamily,2,51,Dairy,MobilePayment,1,0,2.3
968,68,Female,LargeFamily,3,34,Meat,CreditCard,0,1,4.5
969,40,Female,Couple,3,92,Grocery,DebitCard,0,0,2.2
970,51,Male,SmallFamily,4,47,Meat,CreditCard,0,0,3.3
971,53,Female,SmallFamily,4,62,Grocery,CreditCard,0,1,4.4
972,47,Female,Couple,5,52,Grocery,CreditCard,1,1,4.8
973,63,Male,LargeFamily,4,32,Bakery,DebitCard,0,1,3.1
974,29,Female,LargeFamily,4,89,Produce,CreditCard,0,0,1.0
975,18,Male,Single,3,67,Produce,Cash,0,1,4.4
976,20,Male,SmallFamily,4,47,Dairy,Cash,1,0,4.1
977,35,Male,SmallFamily,4,34,Bakery,MobilePayment,1,0,1.5
978,23,Female,LargeFamily,5,50,Grocery,DebitCard,1,1,1.8
979,54,Male,LargeFamily,6,39,Produce,Cash,1,0,3.3
980,64,Female,SmallFamily,5,34,Produce,MobilePayment,1,1,1.4
981,66,Female,Couple,2,81,Produce,MobilePayment,0,0,2.5
982,50,Female,Couple,2,45,Grocery,DebitCard,0,0,4.7
983,33,Female,Single,4,17,Dairy,Cash,0,1,2.5
984,37,Female,LargeFamily,2,46,Bakery,Cash,0,1,2.3
985,26,Male,LargeFamily,2,73,Meat,Cash,0,0,3.9
986,47,Male,LargeFamily,3,77,Meat,MobilePayment,0,0,1.2
987,54,Female,LargeFamily,3,84,Dairy,CreditCard,0,0,4.2
988,58,Female,LargeFamily,5,36,Dairy,CreditCard,1,0,4.7
989,23,Female,Couple,4,41,Dairy,MobilePayment,0,1,1.8
990,34,Male,SmallFamily,2,60,Produce,Cash,0,0,1.0
991,36,Male,SmallFamily,0,66,Produce,DebitCard,0,1,3.8
992,68,Female,LargeFamily,6,46,Dairy,CreditCard,0,0,3.6
993,55,Male,Couple,5,50,Bakery,DebitCard,0,0,2.5
994,25,Male,LargeFamily,3,31,Meat,CreditCard,0,0,4.0
995,20,Female,LargeFamily,4,72,Grocery,DebitCard,0,0,2.6
996,20,Female,Single,5,60,Dairy,MobilePayment,1,0,2.4
997,29,Female,Single,4,81,Produce,CreditCard,1,1,3.7
998,57,Female,Single,3,63,Dairy,Cash,0,0,4.1
999,52,Male,LargeFamily,3,29,Produce,DebitCard,0,0,4.4
1000,56,Male,LargeFamily,4,37,Grocery,Cash,0,0,1.3
